Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000267140				q12.2	
ENSG00000153391	INO80C	Ino80 complex		q12.2	GO:0031011
ENSG00000153391	INO80C	chromatin remodeling		q12.2	GO:0006338
ENSG00000153391	INO80C	nucleus		q12.2	GO:0005634
ENSG00000153391	INO80C	DNA repair		q12.2	GO:0006281
ENSG00000153391	INO80C	cellular response to DNA damage stimulus		q12.2	GO:0006974
ENSG00000153391	INO80C	protein binding		q12.2	GO:0005515
ENSG00000153391	INO80C	DNA recombination		q12.2	GO:0006310
ENSG00000153391	INO80C	nucleoplasm		q12.2	GO:0005654
ENSG00000153391	INO80C	molecular_function		q12.2	GO:0003674
ENSG00000153391	INO80C	biological_process		q12.2	GO:0008150
ENSG00000153391	INO80C	protein deubiquitination		q12.2	GO:0016579
ENSG00000153391	INO80C	MLL1 complex		q12.2	GO:0071339
ENSG00000153391	INO80C			q12.2	
ENSG00000279074				q12.2	
ENSG00000141429	GALNT1			q12.2	
ENSG00000141429	GALNT1	perinuclear region of cytoplasm		q12.2	GO:0048471
ENSG00000141429	GALNT1	membrane		q12.2	GO:0016020
ENSG00000141429	GALNT1	integral component of membrane		q12.2	GO:0016021
ENSG00000141429	GALNT1	metal ion binding		q12.2	GO:0046872
ENSG00000141429	GALNT1	transferase activity		q12.2	GO:0016740
ENSG00000141429	GALNT1	carbohydrate binding		q12.2	GO:0030246
ENSG00000141429	GALNT1	Golgi apparatus		q12.2	GO:0005794
ENSG00000141429	GALNT1	transferase activity, transferring glycosyl groups		q12.2	GO:0016757
ENSG00000141429	GALNT1	extracellular region		q12.2	GO:0005576
ENSG00000141429	GALNT1	protein glycosylation		q12.2	GO:0006486
ENSG00000141429	GALNT1	polypeptide N-acetylgalactosaminyltransferase activity		q12.2	GO:0004653
ENSG00000141429	GALNT1	Golgi cisterna membrane		q12.2	GO:0032580
ENSG00000141429	GALNT1	endoplasmic reticulum membrane		q12.2	GO:0005789
ENSG00000141429	GALNT1	Golgi membrane		q12.2	GO:0000139
ENSG00000141429	GALNT1	protein O-linked glycosylation		q12.2	GO:0006493
ENSG00000141429	GALNT1	O-glycan processing		q12.2	GO:0016266
ENSG00000141429	GALNT1	manganese ion binding		q12.2	GO:0030145
ENSG00000141429	GALNT1	protein O-linked glycosylation via serine		q12.2	GO:0018242
ENSG00000141429	GALNT1	protein O-linked glycosylation via threonine		q12.2	GO:0018243
ENSG00000283514	MIR3975		MI0016993	q12.2	
ENSG00000266965				q12.2	
ENSG00000267397				q12.2	
ENSG00000267797	NRBF2P1			q12.2	
ENSG00000207797	MIR187	mRNA binding involved in posttranscriptional gene silencing	MI0000274	q12.2	GO:1903231
ENSG00000207797	MIR187	gene silencing by miRNA	MI0000274	q12.2	GO:0035195
ENSG00000207797	MIR187	negative regulation of inflammatory response	MI0000274	q12.2	GO:0050728
ENSG00000207797	MIR187	cellular response to lipopolysaccharide	MI0000274	q12.2	GO:0071222
ENSG00000265641	MIR3929		MI0016439	q12.2	
ENSG00000267627				q12.2	
ENSG00000278986				q12.2	
ENSG00000141428	C18orf21			q12.2	
ENSG00000141425	RPRD1A			q12.2	
ENSG00000141425	RPRD1A	protein binding		q12.2	GO:0005515
ENSG00000141425	RPRD1A	dephosphorylation of RNA polymerase II C-terminal domain		q12.2	GO:0070940
ENSG00000141425	RPRD1A	nucleoplasm		q12.2	GO:0005654
ENSG00000141425	RPRD1A	snRNA transcription by RNA polymerase II		q12.2	GO:0042795
ENSG00000141425	RPRD1A	RNA polymerase II, holoenzyme		q12.2	GO:0016591
ENSG00000141425	RPRD1A	RNA polymerase II complex binding		q12.2	GO:0000993
ENSG00000141425	RPRD1A	mRNA 3'-end processing		q12.2	GO:0031124
ENSG00000141425	RPRD1A	identical protein binding		q12.2	GO:0042802
ENSG00000141424	SLC39A6	membrane		q12.2	GO:0016020
ENSG00000141424	SLC39A6	transmembrane transport		q12.2	GO:0055085
ENSG00000141424	SLC39A6	metal ion transmembrane transporter activity		q12.2	GO:0046873
ENSG00000141424	SLC39A6	metal ion transport		q12.2	GO:0030001
ENSG00000141424	SLC39A6	integral component of membrane		q12.2	GO:0016021
ENSG00000141424	SLC39A6	plasma membrane		q12.2	GO:0005886
ENSG00000141424	SLC39A6	ion transport		q12.2	GO:0006811
ENSG00000141424	SLC39A6	cell surface		q12.2	GO:0009986
ENSG00000141424	SLC39A6	lamellipodium membrane		q12.2	GO:0031258
ENSG00000141424	SLC39A6	integral component of plasma membrane		q12.2	GO:0005887
ENSG00000141424	SLC39A6	zinc ion transport		q12.2	GO:0006829
ENSG00000141424	SLC39A6	zinc ion transmembrane transporter activity		q12.2	GO:0005385
ENSG00000141424	SLC39A6	zinc ion transmembrane transport		q12.2	GO:0071577
ENSG00000141424	SLC39A6	cellular zinc ion homeostasis		q12.2	GO:0006882
ENSG00000141424	SLC39A6	zinc ion import across plasma membrane		q12.2	GO:0071578
ENSG00000141424	SLC39A6	endoplasmic reticulum		q12.2	GO:0005783
ENSG00000141424	SLC39A6	protein binding		q12.2	GO:0005515
ENSG00000134759	ELP2	tRNA wobble uridine modification		q12.2	GO:0002098
ENSG00000134759	ELP2	Elongator holoenzyme complex		q12.2	GO:0033588
ENSG00000134759	ELP2	nucleus		q12.2	GO:0005634
ENSG00000134759	ELP2	protein binding		q12.2	GO:0005515
ENSG00000134759	ELP2	RNA polymerase II complex binding		q12.2	GO:0000993
ENSG00000134759	ELP2	cytoplasm		q12.2	GO:0005737
ENSG00000134759	ELP2	nucleoplasm		q12.2	GO:0005654
ENSG00000134759	ELP2	cytosol		q12.2	GO:0005829
ENSG00000134759	ELP2	tRNA processing		q12.2	GO:0008033
ENSG00000134759	ELP2	transcription elongation factor complex		q12.2	GO:0008023
ENSG00000134759	ELP2	regulation of transcription by RNA polymerase II		q12.2	GO:0006357
ENSG00000134759	ELP2	transcription elongation from RNA polymerase II promoter		q12.2	GO:0006368
ENSG00000134759	ELP2			q12.2	
ENSG00000134759	ELP2	protein kinase binding		q12.2	GO:0019901
ENSG00000134759	ELP2	regulation of receptor signaling pathway via JAK-STAT		q12.2	GO:0046425
ENSG00000260552				q12.2	
ENSG00000075643	MOCOS	catalytic activity		q12.2	GO:0003824
ENSG00000075643	MOCOS	pyridoxal phosphate binding		q12.2	GO:0030170
ENSG00000075643	MOCOS	Mo-molybdopterin cofactor biosynthetic process		q12.2	GO:0006777
ENSG00000075643	MOCOS	molybdenum ion binding		q12.2	GO:0030151
ENSG00000075643	MOCOS	Mo-molybdopterin cofactor sulfurase activity		q12.2	GO:0008265
ENSG00000075643	MOCOS	transferase activity		q12.2	GO:0016740
ENSG00000075643	MOCOS	lyase activity		q12.2	GO:0016829
ENSG00000075643	MOCOS	protein binding		q12.2	GO:0005515
ENSG00000075643	MOCOS	cytosol		q12.2	GO:0005829
ENSG00000075643	MOCOS	cellular_component		q12.2	GO:0005575
ENSG00000075643	MOCOS	molybdopterin cofactor biosynthetic process		q12.2	GO:0032324
ENSG00000075643	MOCOS	molybdenum cofactor sulfurtransferase activity		q12.2	GO:0102867
ENSG00000075643	MOCOS	molybdopterin cofactor metabolic process		q12.2	GO:0043545
ENSG00000075643	MOCOS			q12.2	
ENSG00000274849				q12.2	
ENSG00000267404				q12.2	
ENSG00000267456				q12.2	
ENSG00000134775	FHOD3	actin filament organization		q12.2	GO:0007015
ENSG00000134775	FHOD3	cytoplasm		q12.2	GO:0005737
ENSG00000134775	FHOD3	cytoskeleton		q12.2	GO:0005856
ENSG00000134775	FHOD3	actin binding		q12.2	GO:0003779
ENSG00000134775	FHOD3	protein binding		q12.2	GO:0005515
ENSG00000134775	FHOD3	Z disc		q12.2	GO:0030018
ENSG00000134775	FHOD3	actin filament binding		q12.2	GO:0051015
ENSG00000134775	FHOD3	cortical actin cytoskeleton organization		q12.2	GO:0030866
ENSG00000134775	FHOD3	cardiac myofibril assembly		q12.2	GO:0055003
ENSG00000134775	FHOD3	sarcomere organization		q12.2	GO:0045214
ENSG00000134775	FHOD3	actin filament network formation		q12.2	GO:0051639
ENSG00000134775	FHOD3	striated muscle thin filament		q12.2	GO:0005865
ENSG00000134775	FHOD3			q12.2	
ENSG00000134775	FHOD3	negative regulation of actin filament polymerization		q12.2	GO:0030837
ENSG00000286890				q12.2	
ENSG00000134779	TPGS2	protein polyglutamylation		q12.2	GO:0018095
ENSG00000134779	TPGS2	cytoplasm		q12.2	GO:0005737
ENSG00000134779	TPGS2	cytoskeleton		q12.2	GO:0005856
ENSG00000134779	TPGS2	microtubule		q12.2	GO:0005874
ENSG00000134779	TPGS2	protein binding		q12.2	GO:0005515
ENSG00000134779	TPGS2			q12.2	
ENSG00000150477	KIAA1328			q12.2	
ENSG00000150477	KIAA1328	protein binding		q12.2	GO:0005515
ENSG00000267039				q12.2	
ENSG00000267651				q12.2	
ENSG00000101489	CELF4	nucleic acid binding		q12.2	GO:0003676
ENSG00000101489	CELF4	nucleoplasm		q12.2	GO:0005654
ENSG00000101489	CELF4	RNA binding		q12.2	GO:0003723
ENSG00000101489	CELF4	mRNA processing		q12.2	GO:0006397
ENSG00000101489	CELF4	RNA splicing		q12.2	GO:0008380
ENSG00000101489	CELF4	nucleus		q12.2	GO:0005634
ENSG00000101489	CELF4	cytoplasm		q12.2	GO:0005737
ENSG00000101489	CELF4	mRNA binding		q12.2	GO:0003729
ENSG00000101489	CELF4	ribonucleoprotein complex		q12.2	GO:1990904
ENSG00000101489	CELF4	regulation of alternative mRNA splicing, via spliceosome		q12.2	GO:0000381
ENSG00000101489	CELF4	embryo development ending in birth or egg hatching		q12.2	GO:0009792
ENSG00000101489	CELF4	mRNA splice site selection		q12.2	GO:0006376
ENSG00000101489	CELF4	pre-mRNA binding		q12.2	GO:0036002
ENSG00000101489	CELF4	germ cell development		q12.2	GO:0007281
ENSG00000101489	CELF4	positive regulation of mRNA splicing, via spliceosome		q12.2	GO:0048026
ENSG00000101489	CELF4	negative regulation of translation		q12.2	GO:0017148
ENSG00000101489	CELF4	translation repressor activity, mRNA regulatory element binding		q12.2	GO:0000900
ENSG00000101489	CELF4	BRE binding		q12.2	GO:0042835
ENSG00000101489	CELF4	alternative mRNA splicing, via spliceosome		q12.2	GO:0000380
ENSG00000101489	CELF4	protein binding		q12.2	GO:0005515
ENSG00000101489	CELF4			q12.2	
ENSG00000101489	CELF4	in utero embryonic development		q12.2	GO:0001701
ENSG00000101489	CELF4	negative regulation of mRNA splicing, via spliceosome		q12.2	GO:0048025
ENSG00000101489	CELF4	negative regulation of excitatory postsynaptic potential		q12.2	GO:0090394
ENSG00000101489	CELF4	regulation of retina development in camera-type eye		q12.2	GO:1902866
ENSG00000267707				q12.2	
ENSG00000267202				q12.2	
ENSG00000279678				q12.2	
ENSG00000279543				q12.2	
ENSG00000285940				q12.2	
ENSG00000266530	MIR4318		MI0015847	q12.2	
ENSG00000243516	RPL12P40			q12.2	
ENSG00000286716				q12.2	
ENSG00000268566				q12.2	
ENSG00000222704	RN7SKP182			q12.2	
ENSG00000253038	RNU6-706P			q12.2	
ENSG00000267374	MIR924HG			q12.3	
ENSG00000283458				q12.2	
ENSG00000175886	RPL7AP66			q12.2	
ENSG00000283615	MIR924		MI0005716	q12.3	
ENSG00000286559				q12.3	
ENSG00000283645	MIR5583-2		MI0019140	q12.3	
ENSG00000266148	MIR5583-1		MI0019139	q12.3	
ENSG00000212354	RNU6-1242P			q12.3	
ENSG00000267413	LINC01901			q12.3	
ENSG00000283503	LINC01902			q12.3	
ENSG00000279034				q12.3	
ENSG00000261715	LINC01477			q12.3	
ENSG00000267664	RPL17P45			q12.3	
ENSG00000286844				q12.3	
ENSG00000286328				q12.3	
ENSG00000267313				q12.3	
ENSG00000267652	NPM1P1			q12.3	
ENSG00000225253				q12.3	
ENSG00000078142	PIK3C3	kinase activity		q12.3	GO:0016301
ENSG00000078142	PIK3C3	1-phosphatidylinositol-3-kinase activity		q12.3	GO:0016303
ENSG00000078142	PIK3C3	phosphatidylinositol phosphorylation		q12.3	GO:0046854
ENSG00000078142	PIK3C3	phosphatidylinositol-mediated signaling		q12.3	GO:0048015
ENSG00000078142	PIK3C3	membrane		q12.3	GO:0016020
ENSG00000078142	PIK3C3	nucleotide binding		q12.3	GO:0000166
ENSG00000078142	PIK3C3	ATP binding		q12.3	GO:0005524
ENSG00000078142	PIK3C3	transferase activity		q12.3	GO:0016740
ENSG00000078142	PIK3C3	cell cycle		q12.3	GO:0007049
ENSG00000078142	PIK3C3	phosphorylation		q12.3	GO:0016310
ENSG00000078142	PIK3C3	endosome		q12.3	GO:0005768
ENSG00000078142	PIK3C3	late endosome		q12.3	GO:0005770
ENSG00000078142	PIK3C3	cell division		q12.3	GO:0051301
ENSG00000078142	PIK3C3	cytoplasmic vesicle		q12.3	GO:0031410
ENSG00000078142	PIK3C3	protein binding		q12.3	GO:0005515
ENSG00000078142	PIK3C3	autophagy		q12.3	GO:0006914
ENSG00000078142	PIK3C3	autophagosome		q12.3	GO:0005776
ENSG00000078142	PIK3C3	midbody		q12.3	GO:0030496
ENSG00000078142	PIK3C3	cytoplasm		q12.3	GO:0005737
ENSG00000078142	PIK3C3	cytosol		q12.3	GO:0005829
ENSG00000078142	PIK3C3	early endosome to late endosome transport		q12.3	GO:0045022
ENSG00000078142	PIK3C3	autophagosome assembly		q12.3	GO:0000045
ENSG00000078142	PIK3C3	axoneme		q12.3	GO:0005930
ENSG00000078142	PIK3C3	phagophore assembly site		q12.3	GO:0000407
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase complex, class III, type I		q12.3	GO:0034271
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase complex, class III, type II		q12.3	GO:0034272
ENSG00000078142	PIK3C3	phagocytic vesicle membrane		q12.3	GO:0030670
ENSG00000078142	PIK3C3	phosphatidylinositol kinase activity		q12.3	GO:0052742
ENSG00000078142	PIK3C3	phosphatidylinositol biosynthetic process		q12.3	GO:0006661
ENSG00000078142	PIK3C3	phosphatidylinositol-3-phosphate biosynthetic process		q12.3	GO:0036092
ENSG00000078142	PIK3C3	peroxisome		q12.3	GO:0005777
ENSG00000078142	PIK3C3	cellular response to glucose starvation		q12.3	GO:0042149
ENSG00000078142	PIK3C3	toll-like receptor 9 signaling pathway		q12.3	GO:0034162
ENSG00000078142	PIK3C3	regulation of cytokinesis		q12.3	GO:0032465
ENSG00000078142	PIK3C3	macroautophagy		q12.3	GO:0016236
ENSG00000078142	PIK3C3	endocytosis		q12.3	GO:0006897
ENSG00000078142	PIK3C3	protein lipidation		q12.3	GO:0006497
ENSG00000078142	PIK3C3	autolysosome		q12.3	GO:0044754
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase complex, class III		q12.3	GO:0035032
ENSG00000078142	PIK3C3	autophagy of peroxisome		q12.3	GO:0030242
ENSG00000078142	PIK3C3			q12.3	
ENSG00000078142	PIK3C3	protein kinase activity		q12.3	GO:0004672
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase activity		q12.3	GO:0035004
ENSG00000078142	PIK3C3	protein phosphorylation		q12.3	GO:0006468
ENSG00000078142	PIK3C3	endosome organization		q12.3	GO:0007032
ENSG00000078142	PIK3C3	cellular response to starvation		q12.3	GO:0009267
ENSG00000078142	PIK3C3	protein processing		q12.3	GO:0016485
ENSG00000078142	PIK3C3	protein localization to phagophore assembly site		q12.3	GO:0034497
ENSG00000078142	PIK3C3	response to leucine		q12.3	GO:0043201
ENSG00000078142	PIK3C3	regulation of protein secretion		q12.3	GO:0050708
ENSG00000078142	PIK3C3	phagocytic vesicle		q12.3	GO:0045335
ENSG00000276174				q12.3	
ENSG00000267088				q12.3	
ENSG00000287007				q12.3	
ENSG00000267586	LINC00907			q12.3	
ENSG00000253040	RNA5SP454			q12.3	
ENSG00000286976				q12.3	
ENSG00000152214	RIT2	signal transduction		q12.3	GO:0007165
ENSG00000152214	RIT2	membrane		q12.3	GO:0016020
ENSG00000152214	RIT2	GTP binding		q12.3	GO:0005525
ENSG00000152214	RIT2	GTPase activity		q12.3	GO:0003924
ENSG00000152214	RIT2	nucleus		q12.3	GO:0005634
ENSG00000152214	RIT2	nucleotide binding		q12.3	GO:0000166
ENSG00000152214	RIT2	plasma membrane		q12.3	GO:0005886
ENSG00000152214	RIT2	hydrolase activity		q12.3	GO:0016787
ENSG00000152214	RIT2	protein binding		q12.3	GO:0005515
ENSG00000152214	RIT2	synapse		q12.3	GO:0045202
ENSG00000152214	RIT2	calmodulin binding		q12.3	GO:0005516
ENSG00000152214	RIT2	cytoplasm		q12.3	GO:0005737
ENSG00000152214	RIT2	positive regulation of neuron projection development		q12.3	GO:0010976
ENSG00000152214	RIT2	regulation of endocytosis		q12.3	GO:0030100
ENSG00000152214	RIT2	chemical synaptic transmission		q12.3	GO:0007268
ENSG00000152214	RIT2	neuron projection		q12.3	GO:0043005
ENSG00000152214	RIT2	GDP binding		q12.3	GO:0019003
ENSG00000152214	RIT2	Ras protein signal transduction		q12.3	GO:0007265
ENSG00000152214	RIT2	positive regulation of MAPK cascade		q12.3	GO:0043410
ENSG00000152214	RIT2	cell body		q12.3	GO:0044297
ENSG00000152214	RIT2	membrane raft		q12.3	GO:0045121
ENSG00000152214	RIT2	small GTPase mediated signal transduction		q12.3	GO:0007264
ENSG00000152214	RIT2	intracellular signal transduction		q12.3	GO:0035556
ENSG00000152214	RIT2	regulation of calcium-mediated signaling		q12.3	GO:0050848
ENSG00000152214	RIT2	chromatin binding		q12.3	GO:0003682
ENSG00000152214	RIT2	semaphorin receptor binding		q12.3	GO:0030215
ENSG00000152214	RIT2	regulation of protein phosphorylation		q12.3	GO:0001932
ENSG00000152214	RIT2	adenylate cyclase-activating G protein-coupled receptor signaling pathway		q12.3	GO:0007189
ENSG00000152214	RIT2	negative regulation of neuron projection development		q12.3	GO:0010977
ENSG00000152214	RIT2	regulation of Cdc42 protein signal transduction		q12.3	GO:0032489
ENSG00000152214	RIT2	maintenance of protein location in cell		q12.3	GO:0032507
ENSG00000152214	RIT2	positive regulation of transcription by RNA polymerase II		q12.3	GO:0045944
ENSG00000152214	RIT2	dendritic tree		q12.3	GO:0097447
ENSG00000152214	RIT2			q12.3	
ENSG00000287209				q12.3	
ENSG00000132872	SYT4	membrane		q12.3	GO:0016020
ENSG00000132872	SYT4	exocytosis		q12.3	GO:0006887
ENSG00000132872	SYT4	integral component of membrane		q12.3	GO:0016021
ENSG00000132872	SYT4	intracellular membrane-bounded organelle		q12.3	GO:0043231
ENSG00000132872	SYT4	metal ion binding		q12.3	GO:0046872
ENSG00000132872	SYT4	plasma membrane		q12.3	GO:0005886
ENSG00000132872	SYT4	cytoplasmic vesicle		q12.3	GO:0031410
ENSG00000132872	SYT4	cell differentiation		q12.3	GO:0030154
ENSG00000132872	SYT4	protein binding		q12.3	GO:0005515
ENSG00000132872	SYT4	vesicle-mediated transport		q12.3	GO:0016192
ENSG00000132872	SYT4	neuron projection		q12.3	GO:0043005
ENSG00000132872	SYT4	synapse		q12.3	GO:0045202
ENSG00000132872	SYT4	calcium ion binding		q12.3	GO:0005509
ENSG00000132872	SYT4	calcium-dependent phospholipid binding		q12.3	GO:0005544
ENSG00000132872	SYT4	vesicle fusion		q12.3	GO:0006906
ENSG00000132872	SYT4	axon		q12.3	GO:0030424
ENSG00000132872	SYT4	clathrin binding		q12.3	GO:0030276
ENSG00000132872	SYT4	SNARE binding		q12.3	GO:0000149
ENSG00000132872	SYT4	phosphatidylserine binding		q12.3	GO:0001786
ENSG00000132872	SYT4	regulation of dopamine secretion		q12.3	GO:0014059
ENSG00000132872	SYT4	calcium-ion regulated exocytosis		q12.3	GO:0017156
ENSG00000132872	SYT4	regulation of calcium ion-dependent exocytosis		q12.3	GO:0017158
ENSG00000132872	SYT4	cellular response to calcium ion		q12.3	GO:0071277
ENSG00000132872	SYT4	exocytic vesicle		q12.3	GO:0070382
ENSG00000132872	SYT4	dense core granule cytoskeletal transport		q12.3	GO:0099519
ENSG00000132872	SYT4	positive regulation of dendrite extension		q12.3	GO:1903861
ENSG00000132872	SYT4	neuronal dense core vesicle		q12.3	GO:0098992
ENSG00000132872	SYT4	neuronal dense core vesicle membrane		q12.3	GO:0099012
ENSG00000132872	SYT4	syntaxin-1 binding		q12.3	GO:0017075
ENSG00000132872	SYT4	syntaxin binding		q12.3	GO:0019905
ENSG00000132872	SYT4	syntaxin-3 binding		q12.3	GO:0030348
ENSG00000132872	SYT4	protein homodimerization activity		q12.3	GO:0042803
ENSG00000132872	SYT4	protein heterodimerization activity		q12.3	GO:0046982
ENSG00000132872	SYT4	neurotransmitter secretion		q12.3	GO:0007269
ENSG00000132872	SYT4	brain development		q12.3	GO:0007420
ENSG00000132872	SYT4	memory		q12.3	GO:0007613
ENSG00000132872	SYT4	positive regulation of glutamate secretion		q12.3	GO:0014049
ENSG00000132872	SYT4	regulation of endocytosis		q12.3	GO:0030100
ENSG00000132872	SYT4	regulation of vesicle fusion		q12.3	GO:0031338
ENSG00000132872	SYT4	negative regulation of vesicle fusion		q12.3	GO:0031339
ENSG00000132872	SYT4	negative regulation of catecholamine secretion		q12.3	GO:0033604
ENSG00000132872	SYT4	negative regulation of calcium ion-dependent exocytosis		q12.3	GO:0045955
ENSG00000132872	SYT4	positive regulation of calcium ion-dependent exocytosis		q12.3	GO:0045956
ENSG00000132872	SYT4	negative regulation of neurotransmitter secretion		q12.3	GO:0046929
ENSG00000132872	SYT4	negative regulation of short-term neuronal synaptic plasticity		q12.3	GO:0048174
ENSG00000132872	SYT4	negative regulation of protein secretion		q12.3	GO:0050709
ENSG00000132872	SYT4	vesicle fusion with vesicle		q12.3	GO:0061782
ENSG00000132872	SYT4	secretory granule maturation		q12.3	GO:0061792
ENSG00000132872	SYT4	regulation of presynaptic dense core granule exocytosis		q12.3	GO:0099161
ENSG00000132872	SYT4	trans-synaptic signaling by BDNF, modulating synaptic transmission		q12.3	GO:0099183
ENSG00000132872	SYT4	negative regulation of dense core granule exocytosis		q12.3	GO:1905414
ENSG00000132872	SYT4	positive regulation of dense core granule exocytosis		q12.3	GO:1905415
ENSG00000132872	SYT4	negative regulation of retrograde trans-synaptic signaling by neuropeptide		q12.3	GO:1905433
ENSG00000132872	SYT4	negative regulation of synaptic vesicle exocytosis		q12.3	GO:2000301
ENSG00000132872	SYT4	Golgi apparatus		q12.3	GO:0005794
ENSG00000132872	SYT4	synaptic vesicle		q12.3	GO:0008021
ENSG00000132872	SYT4	integral component of Golgi membrane		q12.3	GO:0030173
ENSG00000132872	SYT4	integral component of synaptic vesicle membrane		q12.3	GO:0030285
ENSG00000132872	SYT4	dendrite		q12.3	GO:0030425
ENSG00000132872	SYT4	secretory granule membrane		q12.3	GO:0030667
ENSG00000132872	SYT4	dense core granule		q12.3	GO:0031045
ENSG00000132872	SYT4	vesicle		q12.3	GO:0031982
ENSG00000132872	SYT4	dense core granule membrane		q12.3	GO:0032127
ENSG00000132872	SYT4	somatodendritic compartment		q12.3	GO:0036477
ENSG00000132872	SYT4	neuronal cell body		q12.3	GO:0043025
ENSG00000132872	SYT4	neuron projection terminus		q12.3	GO:0044306
ENSG00000132872	SYT4	perinuclear region of cytoplasm		q12.3	GO:0048471
ENSG00000132872	SYT4	astrocyte projection		q12.3	GO:0097449
ENSG00000132872	SYT4	intrinsic component of neuronal dense core vesicle membrane		q12.3	GO:0098675
ENSG00000132872	SYT4	glutamatergic synapse		q12.3	GO:0098978
ENSG00000132872	SYT4	integral component of neuronal dense core vesicle membrane		q12.3	GO:0099066
ENSG00000132872	SYT4	microvesicle		q12.3	GO:1990742
ENSG00000132872	SYT4			q12.3	
ENSG00000278933				q12.3	
ENSG00000267716				q12.3	
ENSG00000202060	RNA5SP455			q12.3	
ENSG00000285550				q12.3	
ENSG00000267337	LINC01478			q12.3	
ENSG00000267573	KRT8P5			q12.3	
ENSG00000277899	MLECP1			q12.3	
ENSG00000267414	SETBP1-DT			q12.3	
ENSG00000152217	SETBP1	nucleus		q12.3	GO:0005634
ENSG00000152217	SETBP1	nucleoplasm		q12.3	GO:0005654
ENSG00000152217	SETBP1	cytosol		q12.3	GO:0005829
ENSG00000152217	SETBP1	DNA binding		q12.3	GO:0003677
ENSG00000152217	SETBP1	protein binding		q12.3	GO:0005515
ENSG00000152217	SETBP1	nuclear body		q12.3	GO:0016604
ENSG00000152217	SETBP1			q12.3	
ENSG00000280365				q12.3	
ENSG00000265957	MIR4319		MI0015848	q12.3	
ENSG00000279319				q12.3	
ENSG00000267101				q12.3	
ENSG00000132874	SLC14A2	integral component of membrane		q12.3	GO:0016021
ENSG00000132874	SLC14A2	urea transmembrane transporter activity		q12.3	GO:0015204
ENSG00000132874	SLC14A2	urea transmembrane transport		q12.3	GO:0071918
ENSG00000132874	SLC14A2	membrane		q12.3	GO:0016020
ENSG00000132874	SLC14A2	plasma membrane		q12.3	GO:0005886
ENSG00000132874	SLC14A2	apical plasma membrane		q12.3	GO:0016324
ENSG00000132874	SLC14A2	protein binding		q12.3	GO:0005515
ENSG00000132874	SLC14A2	transmembrane transport		q12.3	GO:0055085
ENSG00000132874	SLC14A2	urea transport		q12.3	GO:0015840
ENSG00000132874	SLC14A2	cell adhesion molecule binding		q12.3	GO:0050839
ENSG00000267097	SLC14A2-AS1			q12.3	
ENSG00000266988				q12.3	
ENSG00000285790				q12.3	
ENSG00000267354				q12.3	
ENSG00000287943				q12.3	
ENSG00000267193				q12.3	
ENSG00000266968				q12.3	
ENSG00000288545				q12.3	
ENSG00000141469	SLC14A1			q12.3	
ENSG00000141469	SLC14A1	integral component of membrane		q12.3	GO:0016021
ENSG00000141469	SLC14A1	urea transmembrane transporter activity		q12.3	GO:0015204
ENSG00000141469	SLC14A1	urea transmembrane transport		q12.3	GO:0071918
ENSG00000141469	SLC14A1	membrane		q12.3	GO:0016020
ENSG00000141469	SLC14A1	plasma membrane		q12.3	GO:0005886
ENSG00000141469	SLC14A1	basolateral plasma membrane		q12.3	GO:0016323
ENSG00000141469	SLC14A1	integral component of plasma membrane		q12.3	GO:0005887
ENSG00000141469	SLC14A1	transmembrane transport		q12.3	GO:0055085
ENSG00000141469	SLC14A1	urea channel activity		q12.3	GO:0015265
ENSG00000141469	SLC14A1	urea transport		q12.3	GO:0015840
ENSG00000141469	SLC14A1	protein binding		q12.3	GO:0005515
ENSG00000141469	SLC14A1	water transmembrane transporter activity		q12.3	GO:0005372
ENSG00000141469	SLC14A1	water transport		q12.3	GO:0006833
ENSG00000267558				q12.3	
ENSG00000197046	SIGLEC15	membrane		q12.3	GO:0016020
ENSG00000197046	SIGLEC15	integral component of membrane		q12.3	GO:0016021
ENSG00000197046	SIGLEC15	plasma membrane		q12.3	GO:0005886
ENSG00000197046	SIGLEC15	innate immune response		q12.3	GO:0045087
ENSG00000197046	SIGLEC15	regulation of actin cytoskeleton organization		q12.3	GO:0032956
ENSG00000197046	SIGLEC15	regulation of bone resorption		q12.3	GO:0045124
ENSG00000197046	SIGLEC15	regulation of osteoclast development		q12.3	GO:2001204
ENSG00000197046	SIGLEC15	protein-containing complex		q12.3	GO:0032991
ENSG00000197046	SIGLEC15			q12.3	
ENSG00000152223	EPG5	autophagy		q21.1	GO:0006914
ENSG00000152223	EPG5	cytoplasm		q21.1	GO:0005737
ENSG00000152223	EPG5	lysosome		q21.1	GO:0005764
ENSG00000152223	EPG5	perinuclear region of cytoplasm		q21.1	GO:0048471
ENSG00000152223	EPG5	protein binding		q21.1	GO:0005515
ENSG00000152223	EPG5	endosome to lysosome transport		q21.1	GO:0008333
ENSG00000152223	EPG5	autophagosome maturation		q21.1	GO:0097352
ENSG00000152223	EPG5	cellular response to dsDNA		q21.1	GO:1990786
